record_type,config_index,num_threads,bm,bn,bk,wm,wn,wniter,tm,tn,shape_type,size_m,size_n,size_k,kernel_time_s,kernel_gflops,cublas_time_s,cublas_gflops,relative_to_cublas,status
phase3_tuning,32,128,128,128,32,128,32,4,4,4,square,2048,2048,2048,0.00138,12451.4,0.001082,15878.4,0.7841722087867795,ok
phase3_tuning,32,128,128,128,32,128,32,4,4,4,square,4096,4096,4096,0.0098,14024.1,0.008428,16306.7,0.8600207276763538,ok
phase3_tuning,33,128,128,64,8,64,32,2,8,4,square,128,128,128,1.7e-05,241.0,1.8e-05,231.1,1.0428385980095196,ok
phase3_tuning,33,128,128,64,8,64,32,2,8,4,square,256,256,256,2.6e-05,1311.7,1.9e-05,1812.1,0.7238562993212295,ok
phase3_tuning,33,128,128,64,8,64,32,2,8,4,square,512,512,512,4.5e-05,5918.3,3e-05,9056.0,0.6535225265017668,ok
phase3_tuning,33,128,128,64,8,64,32,2,8,4,square,1024,1024,1024,0.000179,11994.3,0.000153,14040.9,0.8542401128132812,ok
phase3_tuning,33,128,128,64,8,64,32,2,8,4,square,2048,2048,2048,0.001302,13197.3,0.001082,15878.4,0.8311479746070133,ok
phase3_tuning,33,128,128,64,8,64,32,2,8,4,square,4096,4096,4096,0.010385,13234.1,0.008428,16306.7,0.811574383535602,ok
phase3_tuning,34,128,64,128,8,64,32,2,4,4,square,128,128,128,1.6e-05,256.7,1.8e-05,231.1,1.110774556469061,ok
phase3_tuning,34,128,64,128,8,64,32,2,4,4,square,256,256,256,2.5e-05,1334.6,1.9e-05,1812.1,0.7364935709949781,ok
phase3_tuning,34,128,64,128,8,64,32,2,4,4,square,512,512,512,4.4e-05,6078.2,3e-05,9056.0,0.6711793286219081,ok
phase3_tuning,34,128,64,128,8,64,32,2,4,4,square,1024,1024,1024,0.000176,12235.4,0.000153,14040.9,0.8714113767635978,ok
phase3_tuning,34,128,64,128,8,64,32,2,4,4,square,2048,2048,2048,0.001256,13675.3,0.001082,15878.4,0.861251763401854,ok
phase3_tuning,34,128,64,128,8,64,32,2,4,4,square,4096,4096,4096,0.010085,13627.9,0.008428,16306.7,0.8357239662224729,ok
phase3_tuning,35,128,128,256,32,64,128,2,8,4,square,128,128,128,0.000255,16.5,1.8e-05,231.1,0.07139766334919949,ok
phase3_tuning,35,128,128,256,32,64,128,2,8,4,square,256,256,256,0.00091,36.9,1.9e-05,1812.1,0.020363114618398542,ok
phase3_tuning,35,128,128,256,32,64,128,2,8,4,square,512,512,512,0.001763,152.3,3e-05,9056.0,0.016817579505300356,ok
phase3_tuning,35,128,128,256,32,64,128,2,8,4,square,1024,1024,1024,0.004309,498.4,0.000153,14040.9,0.03549630009472327,ok
phase3_tuning,35,128,128,256,32,64,128,2,8,4,square,2048,2048,2048,0.034009,505.2,0.001082,15878.4,0.03181680773881499,ok
phase3_tuning,35,128,128,256,32,64,128,2,8,4,square,4096,4096,4096,0.263647,521.3,0.008428,16306.7,0.031968454684270876,ok
phase3_tuning,36,128,64,256,32,32,128,4,4,4,square,128,128,128,3.5e-05,118.8,1.8e-05,231.1,0.5140631761142362,ok
phase3_tuning,36,128,64,256,32,32,128,4,4,4,square,256,256,256,4e-05,829.5,1.9e-05,1812.1,0.45775619447050386,ok
phase3_tuning,36,128,64,256,32,32,128,4,4,4,square,512,512,512,7.3e-05,3660.6,3e-05,9056.0,0.40421819787985863,ok
phase3_tuning,36,128,64,256,32,32,128,4,4,4,square,1024,1024,1024,0.000205,10491.9,0.000153,14040.9,0.7472384248872935,ok
phase3_tuning,36,128,64,256,32,32,128,4,4,4,square,2048,2048,2048,0.001648,10422.4,0.001082,15878.4,0.6563885530028214,ok
phase3_tuning,36,128,64,256,32,32,128,4,4,4,square,4096,4096,4096,0.012548,10953.0,0.008428,16306.7,0.671687097941337,ok
phase3_tuning,37,128,64,128,16,64,32,4,4,4,square,128,128,128,1.5e-05,285.5,1.8e-05,231.1,1.2353959324967547,ok
phase3_tuning,37,128,64,128,16,64,32,4,4,4,square,256,256,256,2.5e-05,1335.9,1.9e-05,1812.1,0.7372109706969815,ok
phase3_tuning,37,128,64,128,16,64,32,4,4,4,square,512,512,512,4.3e-05,6206.4,3e-05,9056.0,0.6853356890459363,ok
phase3_tuning,37,128,64,128,16,64,32,4,4,4,square,1024,1024,1024,0.000173,12440.2,0.000153,14040.9,0.8859973363530829,ok
phase3_tuning,37,128,64,128,16,64,32,4,4,4,square,2048,2048,2048,0.001318,13032.3,0.001082,15878.4,0.8207564993954051,ok
phase3_tuning,37,128,64,128,16,64,32,4,4,4,square,4096,4096,4096,0.010135,13561.4,0.008428,16306.7,0.8316458878865741,ok
phase3_tuning,38,256,128,128,16,64,32,2,4,8,square,128,128,128,1.8e-05,235.1,1.8e-05,231.1,1.0173085244482907,ok
phase3_tuning,38,256,128,128,16,64,32,2,4,8,square,256,256,256,3.1e-05,1084.8,1.9e-05,1812.1,0.5986424590254401,ok
phase3_tuning,38,256,128,128,16,64,32,2,4,8,square,512,512,512,5.6e-05,4753.0,3e-05,9056.0,0.524845406360424,ok
phase3_tuning,38,256,128,128,16,64,32,2,4,8,square,1024,1024,1024,0.00016,13389.7,0.000153,14040.9,0.9536212066178095,ok
phase3_tuning,38,256,128,128,16,64,32,2,4,8,square,2048,2048,2048,0.001304,13177.3,0.001082,15878.4,0.8298884018540911,ok
phase3_tuning,38,256,128,128,16,64,32,2,4,8,square,4096,4096,4096,0.009523,14432.7,0.008428,16306.7,0.8850779127597859,ok
phase3_tuning,39,128,128,256,8,128,64,1,4,4,square,128,128,128,0.000289,14.5,1.8e-05,231.1,0.0627434011250541,ok
phase3_tuning,39,128,128,256,8,128,64,1,4,4,square,256,256,256,0.000883,38.0,1.9e-05,1812.1,0.020970145135478176,ok
phase3_tuning,39,128,128,256,8,128,64,1,4,4,square,512,512,512,0.001776,151.2,3e-05,9056.0,0.016696113074204946,ok
phase3_tuning,39,128,128,256,8,128,64,1,4,4,square,1024,1024,1024,0.004302,499.1,0.000153,14040.9,0.0355461544487889,ok
phase3_tuning,39,128,128,256,8,128,64,1,4,4,square,2048,2048,2048,0.035148,488.8,0.001082,15878.4,0.030783958081418785,ok
phase3_tuning,39,128,128,256,8,128,64,1,4,4,square,4096,4096,4096,0.261439,525.7,0.008428,16306.7,0.032238282423789,ok
phase3_tuning,40,128,128,128,32,32,128,4,8,4,square,128,128,128,2.3e-05,181.6,1.8e-05,231.1,0.7858070099524016,ok
phase3_tuning,40,128,128,128,32,32,128,4,8,4,square,256,256,256,3.9e-05,850.3,1.9e-05,1812.1,0.46923458970255505,ok
phase3_tuning,40,128,128,128,32,32,128,4,8,4,square,512,512,512,7.1e-05,3804.6,3e-05,9056.0,0.42011925795053,ok
phase3_tuning,40,128,128,128,32,32,128,4,8,4,square,1024,1024,1024,0.0002,10745.3,0.000153,14040.9,0.7652857010590489,ok
phase3_tuning,40,128,128,128,32,32,128,4,8,4,square,2048,2048,2048,0.001468,11703.6,0.001082,15878.4,0.7370767835550182,ok
phase3_tuning,40,128,128,128,32,32,128,4,8,4,square,4096,4096,4096,0.010174,13508.3,0.008428,16306.7,0.8283895576664806,ok
phase3_tuning,41,128,128,256,8,64,128,1,4,4,square,128,128,128,0.000284,14.8,1.8e-05,231.1,0.0640415404586759,ok
phase3_tuning,41,128,128,256,8,64,128,1,4,4,square,256,256,256,0.000897,37.4,1.9e-05,1812.1,0.020639037580707467,ok
phase3_tuning,41,128,128,256,8,64,128,1,4,4,square,512,512,512,0.001766,152.0,3e-05,9056.0,0.01678445229681979,ok
phase3_tuning,41,128,128,256,8,64,128,1,4,4,square,1024,1024,1024,0.004338,495.0,0.000153,14040.9,0.035254150374975965,ok
phase3_tuning,41,128,128,256,8,64,128,1,4,4,square,2048,2048,2048,0.034044,504.6,0.001082,15878.4,0.03177902055622733,ok
phase3_tuning,41,128,128,256,8,64,128,1,4,4,square,4096,4096,4096,0.261286,526.0,0.008428,16306.7,0.03225667976966523,ok
phase3_tuning,42,128,128,128,32,128,32,2,4,4,square,128,128,128,2.3e-05,181.9,1.8e-05,231.1,0.7871051492860234,ok
phase3_tuning,42,128,128,128,32,128,32,2,4,4,square,256,256,256,3.7e-05,896.6,1.9e-05,1812.1,0.4947850560123614,ok
phase3_tuning,42,128,128,128,32,128,32,2,4,4,square,512,512,512,6.6e-05,4040.2,3e-05,9056.0,0.4461351590106007,ok
phase3_tuning,42,128,128,128,32,128,32,2,4,4,square,1024,1024,1024,0.000187,11491.5,0.000153,14040.9,0.8184304424930026,ok
phase3_tuning,42,128,128,128,32,128,32,2,4,4,square,2048,2048,2048,0.001336,12859.0,0.001082,15878.4,0.8098423014913342,ok
phase3_tuning,42,128,128,128,32,128,32,2,4,4,square,4096,4096,4096,0.009482,14495.3,0.008428,16306.7,0.8889168255992934,ok
phase3_tuning,43,128,128,256,32,64,128,1,4,4,square,128,128,128,0.000262,16.0,1.8e-05,231.1,0.06923409779316314,ok
phase3_tuning,43,128,128,256,32,64,128,1,4,4,square,256,256,256,0.000897,37.4,1.9e-05,1812.1,0.020639037580707467,ok
phase3_tuning,43,128,128,256,32,64,128,1,4,4,square,512,512,512,0.001747,153.7,3e-05,9056.0,0.016972173144876323,ok
phase3_tuning,43,128,128,256,32,64,128,1,4,4,square,1024,1024,1024,0.00425,505.3,0.000153,14040.9,0.035987721584798696,ok
phase3_tuning,43,128,128,256,32,64,128,1,4,4,square,2048,2048,2048,0.033893,506.9,0.001082,15878.4,0.03192387142281338,ok
phase3_tuning,43,128,128,256,32,64,128,1,4,4,square,4096,4096,4096,0.261806,525.0,0.008428,16306.7,0.03219535528341111,ok
phase3_tuning,44,128,128,64,8,32,64,4,4,4,square,128,128,128,1.6e-05,268.0,1.8e-05,231.1,1.1596711380354825,ok
phase3_tuning,44,128,128,64,8,32,64,4,4,4,square,256,256,256,2.5e-05,1328.8,1.9e-05,1812.1,0.7332928646321947,ok
phase3_tuning,44,128,128,64,8,32,64,4,4,4,square,512,512,512,4.5e-05,5921.4,3e-05,9056.0,0.6538648409893992,ok
phase3_tuning,44,128,128,64,8,32,64,4,4,4,square,1024,1024,1024,0.000197,10880.1,0.000153,14040.9,0.7748862252419717,ok
phase3_tuning,44,128,128,64,8,32,64,4,4,4,square,2048,2048,2048,0.00143,12016.4,0.001082,15878.4,0.7567765014107215,ok
phase3_tuning,44,128,128,64,8,32,64,4,4,4,square,4096,4096,4096,0.011323,12137.5,0.008428,16306.7,0.7443259519093378,ok
phase3_tuning,45,128,128,256,16,64,128,4,4,8,square,128,128,128,0.000264,15.9,1.8e-05,231.1,0.06880138468195586,ok
phase3_tuning,45,128,128,256,16,64,128,4,4,8,square,256,256,256,0.000907,37.0,1.9e-05,1812.1,0.02041829921086033,ok
phase3_tuning,45,128,128,256,16,64,128,4,4,8,square,512,512,512,0.001808,148.5,3e-05,9056.0,0.016397968197879857,ok
phase3_tuning,45,128,128,256,16,64,128,4,4,8,square,1024,1024,1024,0.004469,480.5,0.000153,14040.9,0.0342214530407595,ok
phase3_tuning,45,128,128,256,16,64,128,4,4,8,square,2048,2048,2048,0.035178,488.4,0.001082,15878.4,0.03075876662636034,ok
phase3_tuning,45,128,128,256,16,64,128,4,4,8,square,4096,4096,4096,0.265456,517.7,0.008428,16306.7,0.031747686533756064,ok
phase3_tuning,46,128,128,256,8,128,64,2,8,4,square,128,128,128,0.00028,15.0,1.8e-05,231.1,0.06490696668109044,ok
phase3_tuning,46,128,128,256,8,128,64,2,8,4,square,256,256,256,0.000912,36.8,1.9e-05,1812.1,0.020307930025936758,ok
phase3_tuning,46,128,128,256,8,128,64,2,8,4,square,512,512,512,0.001847,145.3,3e-05,9056.0,0.016044611307420496,ok
phase3_tuning,46,128,128,256,8,128,64,2,8,4,square,1024,1024,1024,0.004463,481.1,0.000153,14040.9,0.034264185344244316,ok
phase3_tuning,46,128,128,256,8,128,64,2,8,4,square,2048,2048,2048,0.034215,502.1,0.001082,15878.4,0.03162157396211206,ok
phase3_tuning,46,128,128,256,8,128,64,2,8,4,square,4096,4096,4096,0.265391,517.9,0.008428,16306.7,0.031759951431006885,ok
phase3_tuning,47,128,128,256,16,64,128,4,8,8,square,128,128,128,0.000333,12.6,1.8e-05,231.1,0.054521852012115964,ok
phase3_tuning,47,128,128,256,16,64,128,4,8,8,square,256,256,256,0.000955,35.1,1.9e-05,1812.1,0.019369791954086422,ok
phase3_tuning,47,128,128,256,16,64,128,4,8,8,square,512,512,512,0.00192,139.8,3e-05,9056.0,0.015437279151943465,ok
phase3_tuning,47,128,128,256,16,64,128,4,8,8,square,1024,1024,1024,0.004658,461.0,0.000153,14040.9,0.03283265317750287,ok
phase3_tuning,47,128,128,256,16,64,128,4,8,8,square,2048,2048,2048,0.037169,462.2,0.001082,15878.4,0.029108726320032245,ok
phase3_tuning,47,128,128,256,16,64,128,4,8,8,square,4096,4096,4096,0.313362,438.6,0.008428,16306.7,0.026896919671055456,ok
phase3_tuning,48,128,128,64,16,64,32,2,8,4,square,128,128,128,1.6e-05,258.3,1.8e-05,231.1,1.1176979662483775,ok
phase3_tuning,48,128,128,64,16,64,32,2,8,4,square,256,256,256,2.7e-05,1247.7,1.9e-05,1812.1,0.6885381601456874,ok
phase3_tuning,48,128,128,64,16,64,32,2,8,4,square,512,512,512,4.4e-05,6161.7,3e-05,9056.0,0.6803997349823321,ok
phase3_tuning,48,128,128,64,16,64,32,2,8,4,square,1024,1024,1024,0.000175,12263.1,0.000153,14040.9,0.8733841847744803,ok
phase3_tuning,48,128,128,64,16,64,32,2,8,4,square,2048,2048,2048,0.001304,13170.6,0.001082,15878.4,0.8294664449818622,ok
phase3_tuning,48,128,128,64,16,64,32,2,8,4,square,4096,4096,4096,0.010373,13249.9,0.008428,16306.7,0.8125433104184169,ok
